k, id_centroide, dim1, dim2, dim3, dim4, 
63, 52, 6.450000, 3.200000, 5.200000, 2.150000, 
63, 53, 5.600000, 2.900000, 3.600000, 1.300000, 
63, 54, 7.800000, 3.800000, 6.550000, 2.100000, 
63, 55, 5.000000, 3.500000, 1.300000, 0.300000, 
63, 56, 5.500000, 3.000000, 4.500000, 1.500000, 
63, 57, 5.725000, 2.675000, 5.025000, 1.950000, 
63, 58, 5.050000, 3.550000, 1.400000, 0.200000, 
63, 59, 6.875000, 3.175000, 5.800000, 2.200000, 
63, 60, 6.200000, 2.800000, 4.800000, 1.800000, 
63, 61, 5.700000, 2.733333, 4.133333, 1.200000, 
63, 62, 5.525000, 3.950000, 1.425000, 0.250000, 
64, 0, 6.075000, 2.900000, 4.625000, 1.375000, 
64, 1, 6.850000, 3.050000, 5.450000, 2.100000, 
64, 2, 5.500000, 3.000000, 4.500000, 1.500000, 
64, 3, 5.300000, 3.433333, 1.483333, 0.233333, 
64, 4, 6.000000, 2.200000, 5.000000, 1.500000, 
64, 5, 6.266667, 2.666667, 4.900000, 1.833333, 
64, 6, 5.025000, 3.400000, 1.600000, 0.425000, 
64, 7, 7.666667, 2.800000, 6.733333, 2.133333, 
64, 8, 5.975000, 3.050000, 4.900000, 1.800000, 
64, 9, 6.300000, 2.650000, 5.000000, 1.500000, 
64, 10, 6.700000, 2.500000, 5.800000, 1.800000, 
64, 11, 5.725000, 2.675000, 5.025000, 1.950000, 
64, 12, 5.660000, 2.420000, 3.780000, 1.040000, 
64, 13, 7.100000, 3.000000, 5.900000, 2.100000, 
64, 14, 5.700000, 2.800000, 4.500000, 1.300000, 
64, 15, 4.500000, 2.300000, 1.300000, 0.300000, 
64, 16, 6.200000, 2.900000, 4.300000, 1.300000, 
64, 17, 6.450000, 2.850000, 5.250000, 1.950000, 
64, 18, 7.200000, 3.000000, 5.800000, 1.600000, 
64, 19, 5.720000, 2.940000, 4.160000, 1.320000, 
64, 20, 4.900000, 3.400000, 1.225000, 0.225000, 
64, 21, 6.700000, 3.200000, 5.650000, 2.450000, 
64, 22, 6.433333, 2.866667, 5.666667, 2.166667, 
64, 23, 6.250000, 3.400000, 5.500000, 2.350000, 
64, 24, 7.200000, 3.600000, 6.100000, 2.500000, 
64, 25, 6.400000, 3.200000, 5.300000, 2.300000, 
64, 26, 5.150000, 3.662500, 1.475000, 0.250000, 
64, 27, 4.580000, 3.220000, 1.380000, 0.220000, 
64, 28, 6.800000, 3.050000, 5.150000, 2.300000, 
64, 29, 7.350000, 2.850000, 6.200000, 1.850000, 
64, 30, 6.850000, 3.200000, 5.800000, 2.300000, 
64, 31, 4.875000, 3.100000, 1.525000, 0.125000, 
64, 32, 5.500000, 2.400000, 4.000000, 1.300000, 
64, 33, 5.050000, 2.600000, 4.200000, 1.550000, 
64, 34, 5.800000, 2.800000, 5.100000, 2.400000, 
64, 35, 5.550000, 3.850000, 1.700000, 0.350000, 
64, 36, 7.700000, 3.000000, 6.100000, 2.300000, 
64, 37, 5.550000, 2.650000, 4.300000, 1.250000, 
64, 38, 6.400000, 2.900000, 4.300000, 1.300000, 
64, 39, 6.050000, 2.650000, 5.350000, 1.500000, 
64, 40, 5.000000, 2.300000, 3.275000, 1.025000, 
64, 41, 6.500000, 3.200000, 5.100000, 2.000000, 
64, 42, 4.366667, 2.966667, 1.266667, 0.166667, 
64, 43, 5.750000, 2.725000, 3.900000, 1.175000, 
64, 44, 5.200000, 4.100000, 1.500000, 0.100000, 
64, 45, 7.000000, 3.200000, 4.700000, 1.400000, 
64, 46, 6.300000, 3.300000, 6.000000, 2.500000, 
64, 47, 4.850000, 3.000000, 1.400000, 0.150000, 
64, 48, 6.700000, 3.300000, 5.700000, 2.100000, 
64, 49, 7.800000, 3.800000, 6.550000, 2.100000, 
64, 50, 4.800000, 3.000000, 1.400000, 0.300000, 
64, 51, 6.250000, 2.250000, 4.450000, 1.400000, 
64, 52, 6.400000, 2.950000, 5.550000, 1.800000, 
64, 53, 5.000000, 3.000000, 1.600000, 0.200000, 
64, 54, 7.200000, 3.200000, 6.000000, 1.800000, 
64, 55, 6.600000, 2.950000, 4.500000, 1.400000, 
64, 56, 6.800000, 3.000000, 4.800000, 1.466667, 
64, 57, 4.766667, 3.333333, 1.700000, 0.200000, 
64, 58, 6.100000, 2.800000, 4.000000, 1.300000, 
64, 59, 6.400000, 3.100000, 5.500000, 1.800000, 
64, 60, 6.233333, 3.300000, 4.566667, 1.566667, 
64, 61, 6.700000, 3.000000, 5.000000, 1.700000, 
64, 62, 5.600000, 4.125000, 1.350000, 0.300000, 
64, 63, 5.100000, 3.800000, 1.900000, 0.400000, 
65, 0, 5.600000, 2.900000, 3.600000, 1.300000, 
65, 1, 4.700000, 3.200000, 1.600000, 0.200000, 
65, 2, 5.033333, 3.400000, 1.633333, 0.500000, 
65, 3, 6.100000, 2.950000, 4.650000, 1.400000, 
65, 4, 4.800000, 3.400000, 1.900000, 0.200000, 
65, 5, 6.100000, 2.600000, 5.600000, 1.400000, 
65, 6, 4.800000, 3.100000, 1.600000, 0.200000, 
65, 7, 6.300000, 3.300000, 6.000000, 2.500000, 
65, 8, 5.633333, 3.900000, 1.400000, 0.300000, 
65, 9, 5.520000, 2.420000, 3.880000, 1.160000, 
65, 10, 4.600000, 3.600000, 1.000000, 0.200000, 
65, 11, 5.050000, 2.600000, 4.200000, 1.550000, 
65, 12, 5.700000, 2.600000, 3.500000, 1.000000, 
65, 13, 4.500000, 2.300000, 1.300000, 0.300000, 
65, 14, 7.600000, 3.733333, 6.400000, 2.233333, 
65, 15, 6.000000, 2.200000, 4.000000, 1.000000, 
65, 16, 6.100000, 2.800000, 4.000000, 1.300000, 
65, 17, 5.950000, 3.300000, 4.650000, 1.700000, 
65, 18, 5.750000, 2.650000, 5.050000, 2.200000, 
65, 19, 4.700000, 3.200000, 1.300000, 0.200000, 
65, 20, 7.240000, 2.980000, 6.020000, 1.840000, 
65, 21, 6.400000, 3.100000, 5.500000, 1.800000, 
65, 22, 6.775000, 3.200000, 5.725000, 2.375000, 
65, 23, 5.000000, 3.000000, 1.600000, 0.200000, 
65, 24, 6.050000, 3.000000, 4.850000, 1.800000, 
65, 25, 6.650000, 3.075000, 5.150000, 2.150000, 
65, 26, 5.950000, 2.950000, 4.350000, 1.500000, 
65, 27, 5.050000, 3.500000, 1.350000, 0.300000, 
65, 28, 5.250000, 3.850000, 1.800000, 0.400000, 
65, 29, 6.800000, 3.133333, 5.533333, 2.100000, 
65, 30, 5.000000, 2.000000, 3.500000, 1.000000, 
65, 31, 6.100000, 2.800000, 4.700000, 1.200000, 
65, 32, 6.300000, 3.333333, 5.433333, 2.333333, 
65, 33, 6.166667, 2.233333, 4.633333, 1.433333, 
65, 34, 7.675000, 2.850000, 6.575000, 2.175000, 
65, 35, 5.820000, 2.780000, 5.060000, 1.840000, 
65, 36, 4.900000, 3.100000, 1.500000, 0.100000, 
65, 37, 4.300000, 3.000000, 1.100000, 0.100000, 
65, 38, 5.500000, 3.500000, 1.300000, 0.200000, 
65, 39, 4.400000, 3.100000, 1.300000, 0.200000, 
65, 40, 5.600000, 4.300000, 1.450000, 0.300000, 
65, 41, 6.300000, 2.900000, 4.300000, 1.300000, 
65, 42, 5.000000, 3.250000, 1.300000, 0.200000, 
65, 43, 6.600000, 2.950000, 4.500000, 1.400000, 
65, 44, 6.350000, 3.250000, 4.600000, 1.550000, 
65, 45, 6.700000, 2.500000, 5.800000, 1.800000, 
65, 46, 5.050000, 3.550000, 1.400000, 0.200000, 
65, 47, 6.280000, 2.660000, 4.940000, 1.700000, 
65, 48, 6.400000, 2.766667, 5.500000, 2.066667, 
65, 49, 6.500000, 3.000000, 5.800000, 2.200000, 
65, 50, 5.125000, 3.425000, 1.475000, 0.200000, 
65, 51, 4.833333, 3.000000, 1.400000, 0.200000, 
65, 52, 5.728571, 2.814286, 4.085714, 1.214286, 
65, 53, 5.100000, 2.500000, 3.000000, 1.100000, 
65, 54, 4.400000, 2.900000, 1.400000, 0.200000, 
65, 55, 6.400000, 2.950000, 5.550000, 1.800000, 
65, 56, 5.566667, 2.933333, 4.500000, 1.433333, 
65, 57, 5.200000, 3.800000, 1.516667, 0.233333, 
65, 58, 4.600000, 3.100000, 1.500000, 0.200000, 
65, 59, 4.600000, 3.300000, 1.400000, 0.250000, 
65, 60, 5.400000, 3.400000, 1.600000, 0.300000, 
65, 61, 4.800000, 3.400000, 1.600000, 0.200000, 
65, 62, 4.950000, 2.350000, 3.300000, 1.000000, 
65, 63, 5.550000, 2.650000, 4.300000, 1.250000, 
65, 64, 6.820000, 3.040000, 4.820000, 1.500000, 
66, 0, 5.550000, 2.850000, 4.475000, 1.375000, 
66, 1, 5.400000, 3.900000, 1.300000, 0.400000, 
66, 2, 6.400000, 3.000000, 5.533333, 1.800000, 
66, 3, 4.800000, 3.100000, 1.600000, 0.200000, 
66, 4, 6.000000, 2.900000, 4.500000, 1.500000, 
66, 5, 6.300000, 3.333333, 5.433333, 2.333333, 
66, 6, 6.650000, 3.050000, 4.400000, 1.400000, 
66, 7, 5.350000, 3.700000, 1.500000, 0.200000, 
66, 8, 5.700000, 2.900000, 4.166667, 1.316667, 
66, 9, 4.500000, 2.300000, 1.300000, 0.300000, 
66, 10, 5.000000, 3.250000, 1.300000, 0.200000, 
66, 11, 6.700000, 3.100000, 4.700000, 1.500000, 
66, 12, 5.500000, 2.485714, 3.828571, 1.171429, 
66, 13, 6.866667, 3.100000, 4.866667, 1.533333, 
66, 14, 6.266667, 2.766667, 4.933333, 1.700000, 
66, 15, 6.800000, 2.800000, 4.800000, 1.400000, 
66, 16, 5.033333, 3.400000, 1.633333, 0.500000, 
66, 17, 6.250000, 2.650000, 5.450000, 1.650000, 
66, 18, 4.575000, 3.250000, 1.350000, 0.225000, 
66, 19, 6.550000, 2.850000, 4.600000, 1.400000, 
66, 20, 4.750000, 3.300000, 1.600000, 0.200000, 
66, 21, 4.800000, 3.000000, 1.400000, 0.300000, 
66, 22, 5.133333, 3.900000, 1.666667, 0.233333, 
66, 23, 5.000000, 3.000000, 1.600000, 0.200000, 
66, 24, 5.900000, 3.200000, 4.800000, 1.800000, 
66, 25, 5.600000, 4.300000, 1.450000, 0.300000, 
66, 26, 5.800000, 2.800000, 5.100000, 2.400000, 
66, 27, 7.650000, 3.000000, 6.350000, 2.200000, 
66, 28, 5.750000, 2.725000, 3.900000, 1.175000, 
66, 29, 6.200000, 2.300000, 4.700000, 1.450000, 
66, 30, 6.000000, 2.200000, 4.000000, 1.000000, 
66, 31, 6.800000, 3.050000, 5.150000, 2.300000, 
66, 32, 6.500000, 3.100000, 5.150000, 2.000000, 
66, 33, 6.400000, 3.200000, 4.500000, 1.500000, 
66, 34, 4.850000, 3.000000, 1.400000, 0.150000, 
66, 35, 4.800000, 3.400000, 1.900000, 0.200000, 
66, 36, 6.750000, 3.350000, 5.925000, 2.450000, 
66, 37, 4.900000, 3.100000, 1.500000, 0.100000, 
66, 38, 6.100000, 2.950000, 4.650000, 1.400000, 
66, 39, 6.850000, 3.050000, 5.450000, 2.100000, 
66, 40, 5.433333, 3.433333, 1.500000, 0.266667, 
66, 41, 6.300000, 2.500000, 5.000000, 1.900000, 
66, 42, 5.600000, 2.800000, 4.900000, 2.000000, 
66, 43, 5.800000, 4.000000, 1.200000, 0.200000, 
66, 44, 5.000000, 2.300000, 3.275000, 1.025000, 
66, 45, 6.300000, 3.300000, 4.700000, 1.600000, 
66, 46, 5.550000, 3.850000, 1.700000, 0.350000, 
66, 47, 4.366667, 2.966667, 1.266667, 0.166667, 
66, 48, 6.100000, 2.800000, 4.700000, 1.200000, 
66, 49, 5.087500, 3.475000, 1.425000, 0.225000, 
66, 50, 7.700000, 2.700000, 6.800000, 2.150000, 
66, 51, 7.240000, 2.980000, 6.020000, 1.840000, 
66, 52, 4.600000, 3.600000, 1.000000, 0.200000, 
66, 53, 6.000000, 3.000000, 5.000000, 1.800000, 
66, 54, 6.000000, 3.000000, 4.800000, 1.800000, 
66, 55, 5.700000, 2.500000, 5.000000, 2.000000, 
66, 56, 4.600000, 3.100000, 1.500000, 0.200000, 
66, 57, 6.000000, 3.400000, 4.500000, 1.600000, 
66, 58, 6.300000, 2.900000, 4.300000, 1.300000, 
66, 59, 6.500000, 2.775000, 5.700000, 2.075000, 
66, 60, 6.766667, 3.200000, 5.666667, 2.266667, 
66, 61, 5.100000, 3.750000, 1.500000, 0.350000, 
66, 62, 5.866667, 2.700000, 5.100000, 1.800000, 
66, 63, 7.800000, 3.800000, 6.550000, 2.100000, 
66, 64, 4.900000, 2.500000, 4.500000, 1.700000, 
66, 65, 6.100000, 2.800000, 4.000000, 1.300000, 
67, 0, 6.250000, 2.250000, 4.450000, 1.400000, 
67, 1, 5.600000, 3.000000, 4.100000, 1.300000, 
67, 2, 6.300000, 2.900000, 4.300000, 1.300000, 
67, 3, 7.466667, 2.900000, 6.166667, 2.000000, 
67, 4, 5.000000, 3.400000, 1.600000, 0.400000, 
67, 5, 6.140000, 2.560000, 5.140000, 1.500000, 
67, 6, 6.900000, 3.100000, 4.900000, 1.500000, 
67, 7, 4.800000, 3.400000, 1.750000, 0.200000, 
67, 8, 7.800000, 3.800000, 6.550000, 2.100000, 
67, 9, 5.100000, 3.300000, 1.700000, 0.500000, 
67, 10, 6.400000, 3.000000, 5.533333, 1.800000, 
67, 11, 4.600000, 3.500000, 1.200000, 0.250000, 
67, 12, 5.550000, 3.850000, 1.700000, 0.350000, 
67, 13, 5.000000, 2.400000, 3.200000, 1.033333, 
67, 14, 7.166667, 3.066667, 5.900000, 1.833333, 
67, 15, 6.300000, 3.300000, 6.000000, 2.500000, 
67, 16, 4.633333, 3.166667, 1.400000, 0.200000, 
67, 17, 6.500000, 3.100000, 5.150000, 2.000000, 
67, 18, 6.433333, 2.866667, 5.666667, 2.166667, 
67, 19, 6.300000, 3.300000, 5.350000, 2.300000, 
67, 20, 6.350000, 3.250000, 4.600000, 1.550000, 
67, 21, 4.900000, 2.500000, 4.500000, 1.700000, 
67, 22, 6.825000, 3.050000, 5.300000, 2.200000, 
67, 23, 6.700000, 3.300000, 5.700000, 2.100000, 
67, 24, 5.675000, 2.850000, 4.175000, 1.275000, 
67, 25, 6.300000, 2.675000, 5.000000, 1.850000, 
67, 26, 5.400000, 2.500000, 3.966667, 1.333333, 
67, 27, 5.575000, 2.475000, 3.725000, 1.050000, 
67, 28, 5.900000, 3.000000, 4.200000, 1.500000, 
67, 29, 5.800000, 2.666667, 4.000000, 1.133333, 
67, 30, 6.300000, 3.400000, 5.600000, 2.400000, 
67, 31, 4.750000, 3.150000, 1.600000, 0.200000, 
67, 32, 7.200000, 3.600000, 6.100000, 2.500000, 
67, 33, 7.000000, 3.200000, 4.700000, 1.400000, 
67, 34, 5.000000, 3.250000, 1.300000, 0.200000, 
67, 35, 6.000000, 2.200000, 4.000000, 1.000000, 
67, 36, 5.050000, 3.525000, 1.375000, 0.250000, 
67, 37, 4.500000, 2.300000, 1.300000, 0.300000, 
67, 38, 5.600000, 2.900000, 3.600000, 1.300000, 
67, 39, 4.833333, 3.000000, 1.400000, 0.200000, 
67, 40, 4.900000, 3.100000, 1.500000, 0.100000, 
67, 41, 7.666667, 2.800000, 6.733333, 2.133333, 
67, 42, 5.200000, 3.450000, 1.450000, 0.200000, 
67, 43, 5.800000, 2.725000, 5.075000, 1.900000, 
67, 44, 5.000000, 3.000000, 1.600000, 0.200000, 
67, 45, 4.375000, 3.025000, 1.275000, 0.175000, 
67, 46, 5.700000, 2.800000, 5.000000, 2.200000, 
67, 47, 5.000000, 3.400000, 1.500000, 0.200000, 
67, 48, 6.775000, 3.200000, 5.725000, 2.375000, 
67, 49, 5.500000, 3.500000, 1.300000, 0.200000, 
67, 50, 5.366667, 3.766667, 1.433333, 0.266667, 
67, 51, 5.100000, 3.750000, 1.500000, 0.350000, 
67, 52, 6.100000, 2.800000, 4.000000, 1.300000, 
67, 53, 6.700000, 2.500000, 5.800000, 1.800000, 
67, 54, 5.133333, 3.900000, 1.666667, 0.233333, 
67, 55, 6.000000, 3.150000, 4.750000, 1.750000, 
67, 56, 5.600000, 2.700000, 4.450000, 1.250000, 
67, 57, 5.666667, 4.200000, 1.366667, 0.266667, 
67, 58, 6.700000, 3.100000, 4.700000, 1.500000, 
67, 59, 6.700000, 3.000000, 5.000000, 1.700000, 
67, 60, 5.100000, 3.400000, 1.500000, 0.200000, 
67, 61, 5.500000, 3.000000, 4.500000, 1.500000, 
67, 62, 5.000000, 2.000000, 3.500000, 1.000000, 
67, 63, 5.000000, 3.500000, 1.600000, 0.600000, 
67, 64, 5.400000, 3.400000, 1.600000, 0.300000, 
67, 65, 6.640000, 2.920000, 4.560000, 1.400000, 
67, 66, 6.075000, 2.900000, 4.625000, 1.375000, 
68, 0, 6.350000, 3.250000, 4.600000, 1.550000, 
68, 1, 5.600000, 2.900000, 3.600000, 1.300000, 
68, 2, 6.233333, 2.866667, 4.200000, 1.300000, 
68, 3, 5.033333, 3.400000, 1.633333, 0.500000, 
68, 4, 5.300000, 3.633333, 1.500000, 0.200000, 
68, 5, 6.900000, 3.100000, 5.100000, 2.300000, 
68, 6, 5.700000, 2.950000, 4.200000, 1.250000, 
68, 7, 4.857143, 3.057143, 1.471429, 0.157143, 
68, 8, 5.700000, 2.600000, 3.500000, 1.000000, 
68, 9, 4.400000, 2.950000, 1.350000, 0.200000, 
68, 10, 5.550000, 2.500000, 3.950000, 1.200000, 
68, 11, 5.600000, 3.000000, 4.100000, 1.300000, 
68, 12, 6.000000, 3.400000, 4.500000, 1.600000, 
68, 13, 4.766667, 3.333333, 1.700000, 0.200000, 
68, 14, 6.150000, 2.550000, 5.025000, 1.525000, 
68, 15, 5.800000, 2.666667, 4.000000, 1.133333, 
68, 16, 6.250000, 3.400000, 5.500000, 2.350000, 
68, 17, 5.500000, 3.500000, 1.300000, 0.200000, 
68, 18, 6.000000, 2.200000, 4.000000, 1.000000, 
68, 19, 7.675000, 2.850000, 6.575000, 2.175000, 
68, 20, 6.600000, 2.900000, 4.600000, 1.300000, 
68, 21, 5.100000, 3.800000, 1.550000, 0.250000, 
68, 22, 5.000000, 3.000000, 1.600000, 0.200000, 
68, 23, 5.650000, 2.750000, 4.150000, 1.300000, 
68, 24, 7.150000, 3.300000, 6.000000, 2.300000, 
68, 25, 6.850000, 3.050000, 5.450000, 2.100000, 
68, 26, 6.650000, 3.050000, 4.400000, 1.400000, 
68, 27, 7.300000, 2.966667, 6.133333, 1.833333, 
68, 28, 5.500000, 4.100000, 1.366667, 0.166667, 
68, 29, 5.550000, 3.850000, 1.700000, 0.350000, 
68, 30, 6.300000, 3.300000, 6.000000, 2.500000, 
68, 31, 6.466667, 2.966667, 5.200000, 1.966667, 
68, 32, 6.000000, 3.000000, 4.800000, 1.800000, 
68, 33, 7.000000, 3.200000, 4.700000, 1.400000, 
68, 34, 6.766667, 3.066667, 4.866667, 1.566667, 
68, 35, 5.500000, 2.300000, 4.000000, 1.300000, 
68, 36, 5.500000, 2.400000, 3.750000, 1.050000, 
68, 37, 5.100000, 3.800000, 1.900000, 0.400000, 
68, 38, 6.066667, 2.933333, 4.933333, 1.800000, 
68, 39, 5.000000, 2.450000, 3.150000, 1.050000, 
68, 40, 5.700000, 4.400000, 1.500000, 0.400000, 
68, 41, 4.625000, 3.225000, 1.400000, 0.225000, 
68, 42, 6.100000, 2.900000, 4.666667, 1.333333, 
68, 43, 6.500000, 2.800000, 4.600000, 1.500000, 
68, 44, 5.060000, 3.340000, 1.400000, 0.200000, 
68, 45, 7.800000, 3.800000, 6.550000, 2.100000, 
68, 46, 6.716667, 3.183333, 5.733333, 2.300000, 
68, 47, 5.050000, 3.525000, 1.375000, 0.250000, 
68, 48, 4.350000, 3.100000, 1.200000, 0.150000, 
68, 49, 4.600000, 3.600000, 1.000000, 0.200000, 
68, 50, 6.700000, 3.000000, 5.200000, 2.300000, 
68, 51, 6.300000, 2.600000, 4.950000, 1.850000, 
68, 52, 7.200000, 3.000000, 5.800000, 1.600000, 
68, 53, 6.400000, 3.200000, 5.300000, 2.300000, 
68, 54, 5.700000, 2.500000, 5.000000, 2.000000, 
68, 55, 4.500000, 2.300000, 1.300000, 0.300000, 
68, 56, 5.400000, 3.400000, 1.600000, 0.300000, 
68, 57, 5.400000, 3.900000, 1.300000, 0.400000, 
68, 58, 6.400000, 2.814286, 5.600000, 1.842857, 
68, 59, 6.800000, 2.800000, 4.800000, 1.400000, 
68, 60, 5.750000, 2.750000, 5.050000, 2.050000, 
68, 61, 5.100000, 3.700000, 1.500000, 0.400000, 
68, 62, 5.000000, 2.150000, 3.400000, 1.000000, 
68, 63, 6.250000, 2.250000, 4.450000, 1.400000, 
68, 64, 5.950000, 2.950000, 4.350000, 1.500000, 
68, 65, 5.050000, 2.600000, 4.200000, 1.550000, 
68, 66, 5.900000, 3.200000, 4.800000, 1.800000, 
68, 67, 5.550000, 2.850000, 4.475000, 1.375000, 
69, 0, 5.200000, 2.700000, 3.900000, 1.400000, 
69, 1, 6.400000, 3.000000, 5.533333, 1.800000, 
69, 2, 6.300000, 3.333333, 5.433333, 2.333333, 
69, 3, 4.350000, 3.100000, 1.200000, 0.150000, 
69, 4, 6.100000, 2.900000, 4.666667, 1.333333, 
69, 5, 5.700000, 4.400000, 1.500000, 0.400000, 
69, 6, 5.800000, 2.725000, 5.075000, 1.900000, 
69, 7, 6.400000, 3.150000, 5.900000, 2.350000, 
69, 8, 5.050000, 3.375000, 1.575000, 0.325000, 
69, 9, 4.600000, 3.500000, 1.200000, 0.250000, 
69, 10, 7.150000, 3.300000, 6.000000, 2.300000, 
69, 11, 5.000000, 2.450000, 3.150000, 1.050000, 
69, 12, 5.200000, 4.100000, 1.500000, 0.100000, 
69, 13, 6.800000, 2.800000, 4.800000, 1.400000, 
69, 14, 5.080000, 3.500000, 1.380000, 0.240000, 
69, 15, 5.100000, 3.800000, 1.900000, 0.400000, 
69, 16, 5.700000, 3.000000, 4.200000, 1.200000, 
69, 17, 4.400000, 2.950000, 1.350000, 0.200000, 
69, 18, 7.200000, 3.100000, 5.900000, 1.700000, 
69, 19, 6.266667, 2.666667, 4.900000, 1.833333, 
69, 20, 7.666667, 2.800000, 6.733333, 2.133333, 
69, 21, 5.000000, 3.250000, 1.300000, 0.200000, 
69, 22, 5.533333, 2.433333, 3.800000, 1.066667, 
69, 23, 4.833333, 3.000000, 1.400000, 0.200000, 
69, 24, 5.100000, 3.766667, 1.533333, 0.300000, 
69, 25, 6.133333, 2.833333, 5.033333, 1.633333, 
69, 26, 5.700000, 2.800000, 5.000000, 2.200000, 
69, 27, 4.900000, 2.500000, 4.500000, 1.700000, 
69, 28, 4.633333, 3.166667, 1.500000, 0.200000, 
69, 29, 4.900000, 3.050000, 1.600000, 0.200000, 
69, 30, 5.650000, 4.100000, 1.300000, 0.200000, 
69, 31, 5.950000, 2.950000, 4.350000, 1.500000, 
69, 32, 6.200000, 2.900000, 4.300000, 1.300000, 
69, 33, 5.000000, 3.500000, 1.600000, 0.600000, 
69, 34, 6.550000, 2.850000, 4.600000, 1.400000, 
69, 35, 6.466667, 2.966667, 5.200000, 1.966667, 
69, 36, 6.700000, 3.100000, 4.700000, 1.500000, 
69, 37, 5.550000, 2.650000, 4.300000, 1.250000, 
69, 38, 5.000000, 2.150000, 3.400000, 1.000000, 
69, 39, 5.366667, 3.533333, 1.500000, 0.233333, 
69, 40, 6.760000, 3.220000, 5.720000, 2.320000, 
69, 41, 5.966667, 3.200000, 4.700000, 1.733333, 
69, 42, 6.400000, 2.550000, 5.700000, 1.600000, 
69, 43, 5.650000, 2.750000, 3.550000, 1.150000, 
69, 44, 6.650000, 3.050000, 4.400000, 1.400000, 
69, 45, 4.800000, 3.400000, 1.750000, 0.200000, 
69, 46, 5.400000, 3.900000, 1.300000, 0.400000, 
69, 47, 6.400000, 2.900000, 4.300000, 1.300000, 
69, 48, 4.900000, 3.100000, 1.500000, 0.100000, 
69, 49, 5.700000, 2.850000, 4.150000, 1.300000, 
69, 50, 5.550000, 3.850000, 1.700000, 0.350000, 
69, 51, 5.800000, 2.666667, 4.000000, 1.133333, 
69, 52, 6.825000, 3.050000, 5.300000, 2.200000, 
69, 53, 4.500000, 2.300000, 1.300000, 0.300000, 
69, 54, 7.466667, 2.900000, 6.166667, 2.000000, 
69, 55, 6.400000, 2.800000, 5.600000, 2.150000, 
69, 56, 4.700000, 3.200000, 1.300000, 0.200000, 
69, 57, 6.100000, 2.800000, 4.000000, 1.300000, 
69, 58, 6.350000, 3.250000, 4.600000, 1.550000, 
69, 59, 5.500000, 2.400000, 4.000000, 1.300000, 
69, 60, 5.700000, 2.800000, 4.500000, 1.300000, 
69, 61, 6.950000, 3.150000, 4.800000, 1.450000, 
69, 62, 5.600000, 3.000000, 4.100000, 1.300000, 
69, 63, 6.150000, 2.350000, 4.950000, 1.500000, 
69, 64, 6.250000, 2.250000, 4.450000, 1.400000, 
69, 65, 7.800000, 3.800000, 6.550000, 2.100000, 
69, 66, 6.000000, 2.200000, 4.000000, 1.000000, 
69, 67, 6.700000, 3.000000, 5.000000, 1.700000, 
69, 68, 5.500000, 3.000000, 4.500000, 1.500000, 
70, 0, 5.500000, 3.500000, 1.300000, 0.200000, 
70, 1, 6.500000, 3.000000, 5.800000, 2.200000, 
70, 2, 6.300000, 2.900000, 4.300000, 1.300000, 
70, 3, 6.300000, 3.300000, 4.700000, 1.600000, 
70, 4, 4.850000, 3.000000, 1.400000, 0.250000, 
70, 5, 6.400000, 2.800000, 5.600000, 2.150000, 
70, 6, 5.633333, 4.100000, 1.333333, 0.333333, 
70, 7, 6.300000, 3.400000, 5.600000, 2.400000, 
70, 8, 5.800000, 2.925000, 4.425000, 1.450000, 
70, 9, 5.100000, 3.800000, 1.600000, 0.200000, 
70, 10, 4.600000, 3.600000, 1.000000, 0.200000, 
70, 11, 4.700000, 3.133333, 1.566667, 0.200000, 
70, 12, 6.250000, 2.250000, 4.450000, 1.400000, 
70, 13, 6.100000, 2.600000, 5.600000, 1.400000, 
70, 14, 6.900000, 3.100000, 5.400000, 2.100000, 
70, 15, 5.100000, 3.400000, 1.460000, 0.200000, 
70, 16, 5.400000, 2.500000, 3.966667, 1.333333, 
70, 17, 5.700000, 2.800000, 5.000000, 2.200000, 
70, 18, 5.000000, 3.200000, 1.200000, 0.200000, 
70, 19, 6.100000, 2.800000, 4.000000, 1.300000, 
70, 20, 5.700000, 2.500000, 5.000000, 2.000000, 
70, 21, 6.800000, 3.050000, 5.150000, 2.300000, 
70, 22, 7.650000, 2.900000, 6.650000, 2.050000, 
70, 23, 5.950000, 3.300000, 4.650000, 1.700000, 
70, 24, 7.700000, 2.600000, 6.900000, 2.300000, 
70, 25, 5.000000, 3.500000, 1.600000, 0.600000, 
70, 26, 5.000000, 2.300000, 3.275000, 1.025000, 
70, 27, 4.300000, 3.000000, 1.100000, 0.100000, 
70, 28, 6.266667, 2.766667, 4.933333, 1.700000, 
70, 29, 5.000000, 3.000000, 1.600000, 0.200000, 
70, 30, 6.750000, 3.050000, 5.550000, 2.250000, 
70, 31, 6.300000, 2.500000, 4.950000, 1.700000, 
70, 32, 6.100000, 2.900000, 4.666667, 1.333333, 
70, 33, 5.100000, 3.800000, 1.900000, 0.400000, 
70, 34, 7.100000, 3.000000, 5.900000, 2.100000, 
70, 35, 5.580000, 2.560000, 3.700000, 1.100000, 
70, 36, 6.633333, 2.833333, 4.666667, 1.400000, 
70, 37, 5.866667, 2.500000, 3.966667, 1.133333, 
70, 38, 6.566667, 3.066667, 5.100000, 1.900000, 
70, 39, 6.000000, 2.200000, 5.000000, 1.500000, 
